f_word,s_word,f_amount,s_amount,pair_amount,pmi
zarówno,umysł,17,22,4,4.212993800140479
na,początek,294,7,22,4.212292611771445
pisać,o,8,82,7,4.209691177467636
relacja,człowiek,4,47,2,4.205299408350478
myśl,człowiek,8,47,4,4.205299408350478
dorosły,człowiek,16,47,8,4.205299408350478
człowiek,kultura,47,4,2,4.205299408350478
innowacja,człowiek,4,47,2,4.205299408350478
rozmnażać,człowiek,2,47,1,4.205299408350478
kiedyś,człowiek,4,47,2,4.205299408350478
człowiek,mądrzejszy,47,2,1,4.205299408350478
uczucie,człowiek,4,47,2,4.205299408350478
człowiek,dokładnie,47,4,2,4.205299408350478
fizycznie,człowiek,2,47,1,4.205299408350478
dzięki,zdolność,29,13,4,4.201467546759452
raz,kiedy,29,13,4,4.201467546759452
prowadzić,do,9,199,19,4.20126615148574
roślina,stać,30,22,7,4.200920967839905
lub,plan,54,7,4,4.197645835807044
praca,nawyk,21,9,2,4.197645835807044
również,nim,42,9,4,4.197645835807044
również,element,42,9,4,4.197645835807044
zdanie,musieć,9,21,2,4.197645835807044
cel,praca,9,21,2,4.197645835807044
ale,stymulacja,54,7,4,4.197645835807044
depresja,ale,7,54,4,4.197645835807044
pamiętać,cały,21,18,4,4.197645835807044
ponad,kot,7,27,2,4.197645835807044
praca,zmiana,21,9,2,4.197645835807044
lub,wymagający,54,7,4,4.197645835807044
ale,koncentrować,54,7,4,4.197645835807044
woda,sytuacja,27,14,4,4.197645835807044
grupa,woda,7,27,2,4.197645835807044
nawyk,pamiętać,9,21,2,4.197645835807044
poznanie,wiedza,7,27,2,4.197645835807044
po,ogół,71,4,3,4.19510364124459
po,głównie,71,4,3,4.19510364124459
po,zewnętrzny,71,4,3,4.19510364124459
który,wykorzystać,166,4,7,4.192203750738796
poprawić,myślenie,5,19,1,4.190032651697168
wyobraźnia,narzędzie,19,10,2,4.190032651697168
fakt,rozwijać,10,19,2,4.190032651697168
tak,sama,38,5,2,4.190032651697168
pisarz,rozwijać,5,19,1,4.190032651697168
miesiąc,rozwijać,5,19,1,4.190032651697168
rzecz,prostu,19,10,2,4.190032651697168
rzecz,zobaczyć,19,5,1,4.190032651697168
rasa,więc,10,19,2,4.190032651697168
wyobraźnia,związany,19,5,1,4.190032651697168
chcieć,przynajmniej,19,5,1,4.190032651697168
wzbogacać,pomagać,5,19,1,4.190032651697168
pisanie,wyobraźnia,10,19,2,4.190032651697168
informacja,więc,20,19,4,4.190032651697168
powieść,rzecz,10,19,2,4.190032651697168
która,pomagać,20,19,4,4.190032651697168
pomagać,uczyć,19,10,2,4.190032651697168
m,czyli,5,19,1,4.190032651697168
wyobraźnia,ono,19,5,1,4.190032651697168
skupienie,więc,10,19,2,4.190032651697168
rozwijać,odkrycie,19,5,1,4.190032651697168
zastanowić,tak,5,38,2,4.190032651697168
słowo,wyobraźnia,20,19,4,4.190032651697168
za,obniżać,38,5,2,4.190032651697168
tak,fizyczny,38,5,2,4.190032651697168
prostu,wyobraźnia,10,19,2,4.190032651697168
myślenie,dlatego,19,15,3,4.190032651697168
dość,tak,5,38,2,4.190032651697168
wraz,więc,5,19,1,4.190032651697168
udział,wyobraźnia,5,19,1,4.190032651697168
struktura,za,5,38,2,4.190032651697168
wcześniej,tak,5,38,2,4.190032651697168
osoba,największy,26,11,3,4.1849794239708835
umysł,zdolność,22,13,3,4.1849794239708835
nic,dziecko,11,26,3,4.1849794239708835
świat,ma,35,30,11,4.183146266111928
poszerzyć,książka,2,144,3,4.17492575930696
gubić,książka,2,144,3,4.17492575930696
telewizja,książka,2,144,3,4.17492575930696
muzyka,książka,2,144,3,4.17492575930696
sięgać,książka,4,144,6,4.17492575930696
książka,rozwiązywać,144,2,3,4.17492575930696
bez,taki,16,36,6,4.17492575930696
znajdować,taki,8,36,3,4.17492575930696
mężczyzna,książka,2,144,3,4.17492575930696
od,zawsze,84,8,7,4.17492575930696
pamiętać,podczas,21,32,7,4.17492575930696
książka,zasób,144,2,3,4.17492575930696
książka,dodatkowy,144,4,6,4.17492575930696
książka,spotkanie,144,2,3,4.17492575930696
cel,podczas,9,32,3,4.17492575930696
połączenie,cały,16,18,3,4.17492575930696
różny,bohater,30,16,5,4.17492575930696
książka,odwrotny,144,2,3,4.17492575930696
dodatkowo,cały,16,18,3,4.17492575930696
pamięć,poprawiać,16,18,3,4.17492575930696
książka,śledzenie,144,2,3,4.17492575930696
punkt,mama,16,18,3,4.17492575930696
co,drużyna,96,2,2,4.1749257593069595
co,czucie,96,3,3,4.1749257593069595
dawać,lepszy,16,12,2,4.1749257593069595
co,życzyć,96,1,1,4.1749257593069595
co,podkreślenie,96,1,1,4.1749257593069595
także,źródło,48,6,3,4.1749257593069595
czysta,co,3,96,3,4.1749257593069595
co,telewizja,96,2,2,4.1749257593069595
aż,gatunek,8,12,1,4.1749257593069595
znaczenie,także,6,48,3,4.1749257593069595
stan,regularny,24,4,1,4.1749257593069595
patrzeć,bardziej,4,24,1,4.1749257593069595
także,naukowy,48,4,2,4.1749257593069595
podczas,skok,32,3,1,4.1749257593069595
co,niezbędny,96,3,3,4.1749257593069595
rozmawiać,co,4,96,4,4.1749257593069595
lata,warunek,24,8,2,4.1749257593069595
myśl,bardziej,8,24,2,4.1749257593069595
ryzyko,lata,4,24,1,4.1749257593069595
wszelki,zatem,8,12,1,4.1749257593069595
czytelnik,zachowanie,16,12,2,4.1749257593069595
żywność,on,3,128,4,4.1749257593069595
co,urocze,96,1,1,4.1749257593069595
co,przydać,96,1,1,4.1749257593069595
co,pitchaa,96,1,1,4.1749257593069595
bez,biblioteka,16,6,1,4.1749257593069595
zacząć,według,8,12,1,4.1749257593069595
podejście,on,3,128,4,4.1749257593069595
kontrast,co,1,96,1,4.1749257593069595
co,cóż…,96,1,1,4.1749257593069595
dzielić,co,2,96,2,4.1749257593069595
wypadek,bardzo,3,32,1,4.1749257593069595
university,drugi,6,16,1,4.1749257593069595
gdybym,co,2,96,2,4.1749257593069595
co,wcale,96,3,3,4.1749257593069595
lata,chodzić,24,8,2,4.1749257593069595
biblioteka,rok,6,16,1,4.1749257593069595
on,wyróżniać,128,3,4,4.1749257593069595
co,karmić,96,2,2,4.1749257593069595
co,skutkować,96,2,2,4.1749257593069595
nasi,proces,16,12,2,4.1749257593069595
czymś,co,1,96,1,4.1749257593069595
wynikać,on,3,128,4,4.1749257593069595
co,kiedyś,96,4,4,4.1749257593069595
proces,bardziej,12,24,3,4.1749257593069595
co,wyróżniać,96,3,3,4.1749257593069595
sukces,także,8,48,4,4.1749257593069595
tutaj,także,8,48,4,4.1749257593069595
on,dalej,128,3,4,4.1749257593069595
co,delikatność,96,1,1,4.1749257593069595
wpadać,co,1,96,1,4.1749257593069595
poświęcać,on,3,128,4,4.1749257593069595
rodzić,także,2,48,1,4.1749257593069595
tuż,bardziej,4,24,1,4.1749257593069595
nauczyć,twoja,8,12,1,4.1749257593069595
wyobrażać,co,3,96,3,4.1749257593069595
bardzo,skojarzenie,32,3,1,4.1749257593069595
wszelki,stan,8,24,2,4.1749257593069595
co,poradzić,96,1,1,4.1749257593069595
linia,której,8,12,1,4.1749257593069595
co,użyć,96,1,1,4.1749257593069595
zazwyczaj,co,3,96,3,4.1749257593069595
akcja,także,6,48,3,4.1749257593069595
rok,brać,16,6,1,4.1749257593069595
co,nasuwać,96,1,1,4.1749257593069595
sięganie,także,2,48,1,4.1749257593069595
dolny,co,2,96,2,4.1749257593069595
regularny,także,4,48,2,4.1749257593069595
budować,bardzo,12,32,4,4.1749257593069595
także,twoi,48,2,1,4.1749257593069595
lata,ćwiczenia,24,8,2,4.1749257593069595
zachowanie,dorosły,12,16,2,4.1749257593069595
także,wytłumaczenie,48,2,1,4.1749257593069595
co,dostosować,96,3,3,4.1749257593069595
uważniej,co,1,96,1,4.1749257593069595
co,możliwość,96,1,1,4.1749257593069595
bardzo,papier,32,3,1,4.1749257593069595
co,dyscyplina,96,1,1,4.1749257593069595
on,bezpieczeństwo,128,3,4,4.1749257593069595
europ,stan,4,24,1,4.1749257593069595
pomieszczenie,on,3,128,4,4.1749257593069595
co,klasyczny,96,2,2,4.1749257593069595
także,pewien,48,4,2,4.1749257593069595
bardziej,według,24,12,3,4.1749257593069595
co,opisywanie,96,1,1,4.1749257593069595
zaczynać,co,3,96,3,4.1749257593069595
podlewanie,on,3,128,4,4.1749257593069595
co,divota,96,2,2,4.1749257593069595
zatem,c,12,8,1,4.1749257593069595
środek,zatem,8,12,1,4.1749257593069595
porzucanie,co,1,96,1,4.1749257593069595
klient,połączenie,6,16,1,4.1749257593069595
coś,bo,12,8,1,4.1749257593069595
wzmacniać,pamięć,6,16,1,4.1749257593069595
bardzo,neuronalne,32,3,1,4.1749257593069595
co,psychicznie,96,1,1,4.1749257593069595
także,inaczej,48,2,1,4.1749257593069595
co,redukować,96,1,1,4.1749257593069595
także,zwiększenie,48,4,2,4.1749257593069595
on,wymowa,128,3,4,4.1749257593069595
twoja,dawać,12,16,2,4.1749257593069595
przypomnienie,co,1,96,1,4.1749257593069595
także,dwa,48,8,4,4.1749257593069595
lata,tutaj,24,8,2,4.1749257593069595
on,praktycznie,128,3,4,4.1749257593069595
niwelowanie,bardzo,3,32,1,4.1749257593069595
zawsze,według,8,12,1,4.1749257593069595
np,lepszy,16,12,2,4.1749257593069595
co,ulegać,96,2,2,4.1749257593069595
choć,coś,8,12,1,4.1749257593069595
twoje,podczas,3,32,1,4.1749257593069595
dłuższy,co,3,96,3,4.1749257593069595
no,co,2,96,2,4.1749257593069595
gatunek,teren,12,8,1,4.1749257593069595
opłacać,co,1,96,1,4.1749257593069595
także,zawód,48,2,1,4.1749257593069595
szczególnie,np,12,16,2,4.1749257593069595
także,tajski,48,2,1,4.1749257593069595
zwierzę,zachowanie,8,12,1,4.1749257593069595
kontrolny,co,3,96,3,4.1749257593069595
dziennie,bardziej,8,24,2,4.1749257593069595
bardzo,trening,32,6,2,4.1749257593069595
czytelnictwo,lata,4,24,1,4.1749257593069595
lektura,poszerzać,16,6,1,4.1749257593069595
co,domysł,96,1,1,4.1749257593069595
moi,co,2,96,2,4.1749257593069595
klucz,co,1,96,1,4.1749257593069595
także,badany,48,4,2,4.1749257593069595
podczas,przeprowadzić,32,3,1,4.1749257593069595
interes,co,1,96,1,4.1749257593069595
materia,co,4,96,4,4.1749257593069595
subwokalizacja,także,2,48,1,4.1749257593069595
co,zaczynać,96,3,3,4.1749257593069595
szczęście,dawać,6,16,1,4.1749257593069595
pies,długi,35,11,4,4.171173624445853
swoja,największy,35,11,4,4.171173624445853
zrozumienie,świat,11,35,4,4.171173624445853
koniec,swoja,11,35,4,4.171173624445853
u,pies,11,35,4,4.171173624445853
maić,oko,17,17,3,4.1699250782485935
zarówno,zdrowie,17,17,3,4.1699250782485935
związany,z,5,270,14,4.168499490147527
czytać,samo,69,7,5,4.165936976079705
dzięki,skupienie,29,10,3,4.164941670734338
dzięki,metoda,29,10,3,4.164941670734338
już,wiek,29,10,3,4.164941670734338
perspektywa,dzięki,10,29,3,4.164941670734338
męczyć,się,1,387,4,4.163698503883706
całkowicie,się,1,387,4,4.163698503883706
okazać,się,6,387,24,4.163698503883706
postawienie,się,1,387,4,4.163698503883706
się,dojście,387,1,4,4.163698503883706
się,zwizualizować,387,1,4,4.163698503883706
opalać,się,1,387,4,4.163698503883706
się,wyobrazić,387,2,8,4.163698503883706
rozmnażać,się,2,387,8,4.163698503883706
integrować,się,1,387,4,4.163698503883706
się,poradzić,387,1,4,4.163698503883706
się,latania,387,1,4,4.163698503883706
przejadanie,się,2,387,8,4.163698503883706
poczuć,się,1,387,4,4.163698503883706
odnaleźć,się,2,387,8,4.163698503883706
się,wyciszyć,387,1,4,4.163698503883706
upewnić,się,1,387,4,4.163698503883706
wcielać,się,1,387,4,4.163698503883706
się,swobodnie,387,1,4,4.163698503883706
zniekształcać,się,1,387,4,4.163698503883706
się,leniwy,387,1,4,4.163698503883706
przerzucić,się,1,387,4,4.163698503883706
skupianie,się,1,387,4,4.163698503883706
się,przydać,387,1,4,4.163698503883706
się,uznanie,387,1,4,4.163698503883706
przeciwstawić,się,1,387,4,4.163698503883706
dzielenie,się,1,387,4,4.163698503883706
niekończącą,się,1,387,4,4.163698503883706
się,bezzębny,387,1,4,4.163698503883706
opłacać,się,1,387,4,4.163698503883706
wypowiadanie,się,1,387,4,4.163698503883706
mieścić,się,1,387,4,4.163698503883706
się,wyznacznik,387,1,4,4.163698503883706
obawiać,się,1,387,4,4.163698503883706
mieszać,się,1,387,4,4.163698503883706
koncentrować,się,7,387,28,4.163698503883706
decydować,się,1,387,4,4.163698503883706
angażować,się,2,387,8,4.163698503883706
kojarzący,się,1,387,4,4.163698503883706
się,derka,387,1,4,4.163698503883706
się,neuronauką,387,1,4,4.163698503883706
pocenie,się,1,387,4,4.163698503883706
„psują”,się,1,387,4,4.163698503883706
zastanawiać,się,1,387,4,4.163698503883706
się,imponujący,387,1,4,4.163698503883706
się,wydarzyć,387,1,4,4.163698503883706
posunąć,się,1,387,4,4.163698503883706
nadawać,się,1,387,4,4.163698503883706
sprzedać,się,1,387,4,4.163698503883706
się,wykładać,387,1,4,4.163698503883706
zanurzenie,się,1,387,4,4.163698503883706
ocieranie,się,1,387,4,4.163698503883706
rzeźbić,się,1,387,4,4.163698503883706
rad,się,1,387,4,4.163698503883706
obrócić,się,1,387,4,4.163698503883706
zdawać,się,4,387,16,4.163698503883706
się,„sprzątaniem”,387,1,4,4.163698503883706
się,urocze,387,1,4,4.163698503883706
się,dowiadywać,387,1,4,4.163698503883706
włączać,się,1,387,4,4.163698503883706
przydawać,się,2,387,8,4.163698503883706
przemieszczać,się,1,387,4,4.163698503883706
charakteryzować,się,2,387,8,4.163698503883706
się,rozprzestrzeniać,387,1,4,4.163698503883706
zarezerwować,się,1,387,4,4.163698503883706
zrodzić,się,1,387,4,4.163698503883706
się,autentycznie,387,1,4,4.163698503883706
myśle,się,1,387,4,4.163698503883706
uaktywniać,się,1,387,4,4.163698503883706
niestosowanie,się,1,387,4,4.163698503883706
przenosić,się,1,387,4,4.163698503883706
się,skim,387,1,4,4.163698503883706
starać,się,3,387,12,4.163698503883706
starzeć,się,1,387,4,4.163698503883706
się,daenerys,387,1,4,4.163698503883706
się,poradzić,387,1,4,4.163698503883706
zatrzymać,się,1,387,4,4.163698503883706
się,niekiedy,387,1,4,4.163698503883706
posługiwanie,się,1,387,4,4.163698503883706
dzielić,się,2,387,8,4.163698503883706
pojawiać,się,4,387,16,4.163698503883706
się,pojąć,387,1,4,4.163698503883706
bać,się,1,387,4,4.163698503883706
różnić,się,5,387,20,4.163698503883706
chwalić,się,1,387,4,4.163698503883706
wizualizować,się,1,387,4,4.163698503883706
się,wysokoenergetyczną,387,1,4,4.163698503883706
się,akwarystyka,387,1,4,4.163698503883706
się,rywal,387,1,4,4.163698503883706
się,dystrybucja,387,1,4,4.163698503883706
odbyć,się,1,387,4,4.163698503883706
się,pogorszyć,387,1,4,4.163698503883706
pochylanie,się,2,387,8,4.163698503883706
uplasować,się,1,387,4,4.163698503883706
się,obywatelsko,387,1,4,4.163698503883706
udać,się,3,387,12,4.163698503883706
zagłębianie,się,1,387,4,4.163698503883706
niezastosowanie,się,1,387,4,4.163698503883706
się,sprawnie,387,1,4,4.163698503883706
natknąć,się,1,387,4,4.163698503883706
wzorować,się,1,387,4,4.163698503883706
ślizgać,się,1,387,4,4.163698503883706
się,serwować,387,1,4,4.163698503883706
zagłębiać,się,2,387,8,4.163698503883706
zdać,się,1,387,4,4.163698503883706
prawidłowo,się,1,387,4,4.163698503883706
się,namiętność,387,1,4,4.163698503883706
pojawienie,się,1,387,4,4.163698503883706
się,rozejrzeć,387,1,4,4.163698503883706
się,“wyrwać”,387,1,4,4.163698503883706
się,wybieranie,387,2,8,4.163698503883706
zmieścić,się,1,387,4,4.163698503883706
składający,się,1,387,4,4.163698503883706
znajda,się,1,387,4,4.163698503883706
dopasowywać,się,1,387,4,4.163698503883706
istniejący,się,1,387,4,4.163698503883706
powielający,się,1,387,4,4.163698503883706
się,odstany,387,1,4,4.163698503883706
przyczyniać,się,1,387,4,4.163698503883706
przenieść,się,1,387,4,4.163698503883706
umieć,się,1,387,4,4.163698503883706
przytwierdzanie,się,1,387,4,4.163698503883706
przysłuchiwać,się,1,387,4,4.163698503883706
się,kolorowy,387,1,4,4.163698503883706
wyznaczyć,się,1,387,4,4.163698503883706
żywić,się,1,387,4,4.163698503883706
się,stereotyp,387,1,4,4.163698503883706
się,zakończyć,387,1,4,4.163698503883706
zapoznać,się,1,387,4,4.163698503883706
pojawić,się,2,387,8,4.163698503883706
przechadzać,się,1,387,4,4.163698503883706
otworzyć,się,1,387,4,4.163698503883706
porywać,się,1,387,4,4.163698503883706
się,ludzkość,387,2,8,4.163698503883706
zajmować,się,2,387,8,4.163698503883706
odnajdywać,się,1,387,4,4.163698503883706
się,sąd,387,1,4,4.163698503883706
uczenie,się,3,387,12,4.163698503883706
się,niebezpiecznie,387,1,4,4.163698503883706
osłabiać,się,1,387,4,4.163698503883706
ruszający,się,1,387,4,4.163698503883706
odbijać,się,3,387,12,4.163698503883706
przyczynić,się,1,387,4,4.163698503883706
ekscytować,się,1,387,4,4.163698503883706
przekładać,się,2,387,8,4.163698503883706
preferować,się,2,387,8,4.163698503883706
parać,się,1,387,4,4.163698503883706
gromadzący,się,1,387,4,4.163698503883706
nasuwać,się,1,387,4,4.163698503883706
się,frajda,387,1,4,4.163698503883706
się,posklejany,387,1,4,4.163698503883706
się,płynnie,387,1,4,4.163698503883706
pomóc,ten,23,101,24,4.163077321940465
zwiększać,dla,4,73,3,4.155026201869255
móc,test,73,4,3,4.155026201869255
wokół,dla,4,73,3,4.155026201869255
2,dla,8,73,6,4.155026201869255
akwarysta,dla,4,73,3,4.155026201869255
prawdziwy,móc,4,73,3,4.155026201869255
móc,płaski,73,4,3,4.155026201869255
dla,aspekt,73,4,3,4.155026201869255
móc,aplikacja,73,4,3,4.155026201869255
móc,pomocny,73,4,3,4.155026201869255
móc,zdawać,73,4,3,4.155026201869255
roślina,odpowiedni,30,13,4,4.152557946278505
sen,roślina,13,30,4,4.152557946278505
bycie,niezwykle,39,10,4,4.152557946278505
bycie,zamiast,39,5,2,4.152557946278505
po,długi,71,11,8,4.150709521886137
godzina,po,11,71,8,4.150709521886137
maić,pomóc,17,23,4,4.1488634627207635
pomóc,zarówno,23,17,4,4.1488634627207635
ważny,ponieważ,23,17,4,4.1488634627207635
zdrowie,pozwalać,17,23,4,4.1488634627207635
zarówno,umiejętność,17,23,4,4.1488634627207635
poziom,umiejętność,17,23,4,4.1488634627207635
na,czasochłonny,294,1,3,4.145178415912908
i,martijn,392,1,4,4.145178415912908
na,plaża,294,1,3,4.145178415912908
ostrożność,i,1,392,4,4.145178415912908
i,zapierający,392,1,4,4.145178415912908
i,porównać,392,1,4,4.145178415912908
i,mikroelement,392,1,4,4.145178415912908
przemieszczać,na,1,294,3,4.145178415912908
i,wiadomy,392,1,4,4.145178415912908
i,przenieść,392,1,4,4.145178415912908
i,zeskrobywanie,392,1,4,4.145178415912908
i,uspokojenie,392,1,4,4.145178415912908
zarezerwować,na,1,294,3,4.145178415912908
i,oderwanie,392,1,4,4.145178415912908
pielęgnować,i,1,392,4,4.145178415912908
zwiększony,na,1,294,3,4.145178415912908
rutyna,i,1,392,4,4.145178415912908
i,najrzadszy,392,1,4,4.145178415912908
scenariusz,i,1,392,4,4.145178415912908
klarowny,i,1,392,4,4.145178415912908
i,zapobiec,392,1,4,4.145178415912908
na,wybitny,294,1,3,4.145178415912908
położyć,na,1,294,3,4.145178415912908
storytel,i,1,392,4,4.145178415912908
terytorium,i,1,392,4,4.145178415912908
neuronauk,i,1,392,4,4.145178415912908
se,na,1,294,3,4.145178415912908
przerzucić,na,1,294,3,4.145178415912908
cyrkulacja,i,1,392,4,4.145178415912908
i,kontynent,392,1,4,4.145178415912908
warzywo,i,1,392,4,4.145178415912908
udowodnić,na,1,294,3,4.145178415912908
i,stawiających,392,1,4,4.145178415912908
leczenie,i,1,392,4,4.145178415912908
statystyczny,i,1,392,4,4.145178415912908
najciekawszy,i,1,392,4,4.145178415912908
i,stały,392,1,4,4.145178415912908
fosfor,i,1,392,4,4.145178415912908
przebadany,i,1,392,4,4.145178415912908
bezobrazowe,i,1,392,4,4.145178415912908
sklasyfikować,na,2,294,6,4.145178415912908
i,mumifikować,392,1,4,4.145178415912908
obroża,i,1,392,4,4.145178415912908
windowsa,i,1,392,4,4.145178415912908
i,ios,392,2,8,4.145178415912908
i,zwyczaj,392,1,4,4.145178415912908
tryt,i,1,392,4,4.145178415912908
i,przebitka,392,1,4,4.145178415912908
wystawa,na,1,294,3,4.145178415912908
tworzący,na,1,294,3,4.145178415912908
i,serwisowania,392,1,4,4.145178415912908
na,dozwolony,294,1,3,4.145178415912908
sprawdzony,na,2,294,6,4.145178415912908
bezpieczniejszy,i,1,392,4,4.145178415912908
na,pancerz,294,1,3,4.145178415912908
jednowymiarowy,na,1,294,3,4.145178415912908
czekolada,i,1,392,4,4.145178415912908
postawienie,na,1,294,3,4.145178415912908
dostępny,również,7,42,3,4.145178415912908
zakładanie,i,1,392,4,4.145178415912908
swoboda,i,1,392,4,4.145178415912908
porywać,na,1,294,3,4.145178415912908
i,szybki,392,1,4,4.145178415912908
na,genetyczny,294,1,3,4.145178415912908
i,owoc,392,1,4,4.145178415912908
i,mika,392,1,4,4.145178415912908
namawiać,i,1,392,4,4.145178415912908
piesek,również,7,42,3,4.145178415912908
porażka,i,2,392,8,4.145178415912908
wybuch,i,1,392,4,4.145178415912908
równomierność,i,1,392,4,4.145178415912908
na,ładowanie,294,1,3,4.145178415912908
i,empatii,392,1,4,4.145178415912908
grzeszny,i,1,392,4,4.145178415912908
i,wyciszający,392,1,4,4.145178415912908
i,sumienność,392,2,8,4.145178415912908
trzustka,i,1,392,4,4.145178415912908
i,wywoływanie,392,1,4,4.145178415912908
na,rozwijający,294,1,3,4.145178415912908
detal,i,1,392,4,4.145178415912908
branżowy,i,1,392,4,4.145178415912908
i,jelczu,392,1,4,4.145178415912908
na,fair,294,1,3,4.145178415912908
przestrzegać,na,1,294,3,4.145178415912908
ze,swoja,28,35,10,4.145178415912908
na,skłonności,294,1,3,4.145178415912908
na,rzut,294,1,3,4.145178415912908
mroczny,i,1,392,4,4.145178415912908
i,precyzja,392,1,4,4.145178415912908
bal,i,2,392,8,4.145178415912908
przeciętnie,na,1,294,3,4.145178415912908
i,assassin’s,392,1,4,4.145178415912908
i,czerwiec,392,1,4,4.145178415912908
medytacja,i,1,392,4,4.145178415912908
na,aktualny,294,1,3,4.145178415912908
i,premier,392,1,4,4.145178415912908
i,resort,392,1,4,4.145178415912908
i,przygotować,392,1,4,4.145178415912908
opalać,na,1,294,3,4.145178415912908
stresujących,i,1,392,4,4.145178415912908
uwięziony,i,1,392,4,4.145178415912908
i,biegać,392,1,4,4.145178415912908
maurycy,i,1,392,4,4.145178415912908
na,zaangażowany,294,1,3,4.145178415912908
i,tajemniczy,392,1,4,4.145178415912908
quadowcom,i,1,392,4,4.145178415912908
e‑sklepom,i,1,392,4,4.145178415912908
swobodnie,i,1,392,4,4.145178415912908
na,powodujący,294,1,3,4.145178415912908
macos,i,1,392,4,4.145178415912908
kontrast,i,1,392,4,4.145178415912908
natknęłam,na,1,294,3,4.145178415912908
mięśniowy,i,1,392,4,4.145178415912908
i,wypierać,392,1,4,4.145178415912908
wprowadzany,na,1,294,3,4.145178415912908
równać,na,1,294,3,4.145178415912908
na,kosmologia,294,1,3,4.145178415912908
i,zapamiętać,392,1,4,4.145178415912908
obumierać,i,1,392,4,4.145178415912908
ujęty,i,1,392,4,4.145178415912908
i,kontynuować,392,1,4,4.145178415912908
pięknieć,i,1,392,4,4.145178415912908
na,unikać,294,1,3,4.145178415912908
wrażliwy,na,1,294,3,4.145178415912908
na,żołądek,294,1,3,4.145178415912908
aac,i,1,392,4,4.145178415912908
na,konferencja,294,1,3,4.145178415912908
na,produktywność,294,1,3,4.145178415912908
na,rynek,294,4,12,4.145178415912908
istotny,również,7,42,3,4.145178415912908
spokój,i,1,392,4,4.145178415912908
na,dokonanie,294,1,3,4.145178415912908
polityk,i,1,392,4,4.145178415912908
decydować,na,1,294,3,4.145178415912908
biegacz,na,1,294,3,4.145178415912908
i,wysuwać,392,1,4,4.145178415912908
psychicznie,i,1,392,4,4.145178415912908
i,konfrontacja,392,1,4,4.145178415912908
i,potrafiący,392,1,4,4.145178415912908
na,podkreślenie,294,1,3,4.145178415912908
i,powiązany,392,1,4,4.145178415912908
równość,i,1,392,4,4.145178415912908
i,strzelanie,392,1,4,4.145178415912908
natknąć,na,1,294,3,4.145178415912908
na,trawa,294,1,3,4.145178415912908
wzorować,na,1,294,3,4.145178415912908
behawioralnych,i,1,392,4,4.145178415912908
odprężenie,i,1,392,4,4.145178415912908
interfejsy,i,1,392,4,4.145178415912908
i,doglądać,392,1,4,4.145178415912908
na,pobudzenie,294,1,3,4.145178415912908
na,wolniejszy,294,1,3,4.145178415912908
sugestia,i,1,392,4,4.145178415912908
i,fabryka,392,1,4,4.145178415912908
fotel,i,1,392,4,4.145178415912908
wynalazek,i,1,392,4,4.145178415912908
i,wycinać,392,1,4,4.145178415912908
i,szczupły,392,2,8,4.145178415912908
i,pielęgniarka,392,1,4,4.145178415912908
i,wyciągnąć,392,1,4,4.145178415912908
spójnia,i,1,392,4,4.145178415912908
figiel,i,1,392,4,4.145178415912908
legendarny,i,1,392,4,4.145178415912908
na,„lepszy,294,1,3,4.145178415912908
na,indywidualny,294,1,3,4.145178415912908
i,dopiero,392,1,4,4.145178415912908
uważniej,i,1,392,4,4.145178415912908
na,semantyczno,294,1,3,4.145178415912908
interpunkcja,na,1,294,3,4.145178415912908
doładowywać,na,1,294,3,4.145178415912908
i,fizycznie,392,2,8,4.145178415912908
i,pożyczka,392,1,4,4.145178415912908
na,nieopodal,294,1,3,4.145178415912908
na,makramy,294,1,3,4.145178415912908
grab,i,1,392,4,4.145178415912908
prawdopodobieństwo,na,1,294,3,4.145178415912908
i,dachowca,392,1,4,4.145178415912908
i,smycz,392,1,4,4.145178415912908
głębokość,i,1,392,4,4.145178415912908
zależy,na,1,294,3,4.145178415912908
zmysłowy,i,1,392,4,4.145178415912908
na,audiobooka,294,1,3,4.145178415912908
na,napiszę,294,1,3,4.145178415912908
i,crossowcom,392,1,4,4.145178415912908
zamieniać,na,2,294,6,4.145178415912908
mysz,i,1,392,4,4.145178415912908
i,przesłanka,392,1,4,4.145178415912908
transpirować,i,1,392,4,4.145178415912908
na,ślizgać,294,1,3,4.145178415912908
i,doskonale,392,1,4,4.145178415912908
i,crossa,392,1,4,4.145178415912908
poradzić,i,1,392,4,4.145178415912908
wytwarzanie,na,1,294,3,4.145178415912908
południe,i,1,392,4,4.145178415912908
i,rytmika,392,1,4,4.145178415912908
i,martijna,392,1,4,4.145178415912908
oddziaływać,na,1,294,3,4.145178415912908
samoistny,na,1,294,3,4.145178415912908
cierpliwość,i,1,392,4,4.145178415912908
i,nowoczesny,392,1,4,4.145178415912908
patrzenie,na,1,294,3,4.145178415912908
kurs,i,1,392,4,4.145178415912908
analizować,i,1,392,4,4.145178415912908
divotów,i,1,392,4,4.145178415912908
na,firanka,294,1,3,4.145178415912908
na,wschód,294,1,3,4.145178415912908
i,szczur,392,1,4,4.145178415912908
i,prawidłowo,392,1,4,4.145178415912908
jedzenie,i,2,392,8,4.145178415912908
i,polityczny,392,1,4,4.145178415912908
precyzyjnie,i,1,392,4,4.145178415912908
bawić,i,1,392,4,4.145178415912908
naturze”,na,1,294,3,4.145178415912908
i,ministerstwo,392,1,4,4.145178415912908
